time,lon,lat,pre
2016-01-16,-73.75,4.75,32.2
2016-02-15,-73.75,4.75,19.800001
2016-03-16,-73.75,4.75,71.9
2016-04-16,-73.75,4.75,145.6
2016-05-16,-73.75,4.75,98.6
2016-06-16,-73.75,4.75,64.9
2016-07-16,-73.75,4.75,113.0
2016-08-16,-73.75,4.75,107.200005
2016-09-16,-73.75,4.75,91.9
2016-10-16,-73.75,4.75,98.700005
2016-11-16,-73.75,4.75,41.100002
2016-12-16,-73.75,4.75,37.8
2017-01-16,-73.75,4.75,24.7
2017-02-15,-73.75,4.75,57.9
2017-03-16,-73.75,4.75,42.0
2017-04-16,-73.75,4.75,111.3
2017-05-16,-73.75,4.75,71.1
2017-06-16,-73.75,4.75,92.8
2017-07-16,-73.75,4.75,68.1
2017-08-16,-73.75,4.75,129.0
2017-09-16,-73.75,4.75,49.600002
2017-10-16,-73.75,4.75,115.5
2017-11-16,-73.75,4.75,97.9
2017-12-16,-73.75,4.75,46.0
2018-01-16,-73.75,4.75,39.4
2018-02-15,-73.75,4.75,30.2
2018-03-16,-73.75,4.75,59.2
2018-04-16,-73.75,4.75,132.1
2018-05-16,-73.75,4.75,177.7
2018-06-16,-73.75,4.75,123.200005
2018-07-16,-73.75,4.75,130.8
2018-08-16,-73.75,4.75,89.1
2018-09-16,-73.75,4.75,90.3
2018-10-16,-73.75,4.75,122.700005
2018-11-16,-73.75,4.75,96.8
2018-12-16,-73.75,4.75,14.900001
